device_id,canonical_profile_str,device_info,os,browser,screen,device_type
DEV_8321bb5a238d,SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
DEV_1a751e050908,iOS Device | iOS 10.2.0 | google search application 48.0 | 2048x1536,iOS Device,iOS 10.2.0,google search application 48.0,2048x1536,mobile
DEV_620727e0692a,Windows | Windows 10 | chrome 66.0 | 1502x844,Windows,Windows 10,chrome 66.0,1502x844,desktop
DEV_7b78de3cc110,iOS Device | iOS 10.3.3 | google | 2001x1125,iOS Device,iOS 10.3.3,google,2001x1125,mobile
DEV_536eaef68abd,MacOS | Mac OS X 10_13_3 | safari 11.0 | 2560x1440,MacOS,Mac OS X 10_13_3,safari 11.0,2560x1440,desktop
DEV_5d565afb230b,SM-T350 Build/NMF26X | Android 7.1.1 | chrome 66.0 for android | 1024x768,SM-T350 Build/NMF26X,Android 7.1.1,chrome 66.0 for android,1024x768,mobile
DEV_cac7cd2f83b3,iOS Device | iOS 11.2.6 | chrome 66.0 for ios | 2048x1536,iOS Device,iOS 11.2.6,chrome 66.0 for ios,2048x1536,mobile
DEV_97205ae2892a,Moto G (4) Build/NPJS25.93-14-13 | Unknown | chrome 63.0 for android | Unknown,Moto G (4) Build/NPJS25.93-14-13,,chrome 63.0 for android,,mobile
DEV_0304870b50bc,MacOS | Mac OS X 10_13_3 | chrome 66.0 | 3360x2100,MacOS,Mac OS X 10_13_3,chrome 66.0,3360x2100,desktop
DEV_da10306c8185,Linux x86_64 | Linux | firefox 60.0 | 1366x768,Linux x86_64,Linux,firefox 60.0,1366x768,desktop
DEV_140dd50c359d,E501 | Unknown | chrome 64.0 for android | Unknown,E501,,chrome 64.0 for android,,mobile
DEV_2220b7e9192b,HTC6545LVW | Android 8.0.0 | chrome 66.0 for android | 2560x1440,HTC6545LVW,Android 8.0.0,chrome 66.0 for android,2560x1440,mobile
DEV_e7cb25aeef7d,Moto G (5) Build/NPP25.137-93 | Unknown | chrome 63.0 for android | Unknown,Moto G (5) Build/NPP25.137-93,,chrome 63.0 for android,,mobile
DEV_92cda1e90e9c,ALCATEL ONE TOUCH 7047A Build/JDQ39 | Unknown | chrome 65.0 for android | Unknown,ALCATEL ONE TOUCH 7047A Build/JDQ39,,chrome 65.0 for android,,mobile
DEV_70a7e487d18d,LGL163BL | Android 7.0 | chrome 66.0 for android | 1280x720,LGL163BL,Android 7.0,chrome 66.0 for android,1280x720,mobile
DEV_d891c1ef0a95,Windows | Windows 10 | firefox 60.0 | 1366x767,Windows,Windows 10,firefox 60.0,1366x767,desktop
DEV_1d9160e12326,F3313 Build/37.0.A.2.248 | Unknown | chrome 66.0 for android | Unknown,F3313 Build/37.0.A.2.248,,chrome 66.0 for android,,mobile
DEV_6e466d97ea89,VS986 Build/MRA58K | Android 6.0 | chrome 66.0 for android | 2560x1440,VS986 Build/MRA58K,Android 6.0,chrome 66.0 for android,2560x1440,mobile
DEV_39df59c6b659,SM-T820 Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-T820 Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_050b936cf19a,iOS Device | iOS 11.3.0 | mobile safari 11.0 | 2224x1668,iOS Device,iOS 11.3.0,mobile safari 11.0,2224x1668,mobile
DEV_a4660f1be9a4,Windows | Unknown | opera 53.0 | Unknown,Windows,,opera 53.0,,desktop
DEV_61657195530b,LG-X220 Build/LMY47I | Unknown | chrome 66.0 for android | Unknown,LG-X220 Build/LMY47I,,chrome 66.0 for android,,mobile
DEV_c0e84af666ec,iOS Device | iOS 10.3.3 | google | 1136x640,iOS Device,iOS 10.3.3,google,1136x640,mobile
DEV_46c6fad509e2,verykoolS5524 | Unknown | chrome 64.0 for android | Unknown,verykoolS5524,,chrome 64.0 for android,,mobile
DEV_24293b077ec4,SM-G920W8 | Unknown | chrome 66.0 for android | Unknown,SM-G920W8,,chrome 66.0 for android,,mobile
DEV_d58e1ca3c0e6,SM-G530H Build/LRX22G | Unknown | chrome 66.0 for android | Unknown,SM-G530H Build/LRX22G,,chrome 66.0 for android,,mobile
DEV_227374b208d4,SM-G955U Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2220x1080,SM-G955U Build/R16NW,Android 8.0.0,chrome 66.0 for android,2220x1080,mobile
DEV_836550446812,SM-N920V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2562x1442,SM-N920V Build/NRD90M,Android 7.0,chrome 66.0 for android,2562x1442,mobile
DEV_695a588c65ca,MacOS | Mac OS X 10_13_5 | safari 11.0 | 2560x1600,MacOS,Mac OS X 10_13_5,safari 11.0,2560x1600,desktop
DEV_dd8171579d5f,Windows | Windows 10 | firefox 60.0 | 1600x900,Windows,Windows 10,firefox 60.0,1600x900,desktop
DEV_ef11154362dd,MacOS | Mac OS X 10_13_3 | chrome 66.0 | 1280x800,MacOS,Mac OS X 10_13_3,chrome 66.0,1280x800,desktop
DEV_223338701617,SM-G928G Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-G928G Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_a3913f529318,SAMSUNG | Android 6.0.1 | samsung browser 6.4 | 2562x1442,SAMSUNG,Android 6.0.1,samsung browser 6.4,2562x1442,mobile
DEV_59694ea24336,SM-G935V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2560x1440,SM-G935V Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,mobile
DEV_589b3a0fc424,SM-J710MN Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-J710MN Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_9c51b7469101,MacOS | Mac OS X 10_13_3 | chrome 66.0 | 2880x1800,MacOS,Mac OS X 10_13_3,chrome 66.0,2880x1800,desktop
DEV_0896496e41aa,SM-G935P Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1920x1080,SM-G935P Build/NRD90M,Android 7.0,chrome 66.0 for android,1920x1080,mobile
DEV_4ea33c7e42d2,6037B | Unknown | chrome 66.0 for android | Unknown,6037B,,chrome 66.0 for android,,mobile
DEV_9f757fb8adc9,MacOS | Mac OS X 10_11_6 | chrome 66.0 | 2880x1800,MacOS,Mac OS X 10_11_6,chrome 66.0,2880x1800,desktop
DEV_6e0f80867844,MacOS | Mac OS X 10_12_6 | chrome 66.0 | 1280x800,MacOS,Mac OS X 10_12_6,chrome 66.0,1280x800,desktop
DEV_ad20b02d03c5,MacOS | Mac OS X 10_12 | safari 10.0 | 1440x900,MacOS,Mac OS X 10_12,safari 10.0,1440x900,desktop
DEV_6f014da7362f,SAMSUNG SM-G965U Build/R16NW | Android 8.0.0 | samsung browser 7.0 | 2220x1081,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,mobile
DEV_884fb4f2f87d,iOS Device | iOS 11.3.0 | chrome 66.0 for ios | 2436x1125,iOS Device,iOS 11.3.0,chrome 66.0 for ios,2436x1125,mobile
DEV_4ffab818025b,Windows | Windows 10 | chrome 66.0 | 2048x1152,Windows,Windows 10,chrome 66.0,2048x1152,desktop
DEV_7647de37a4d5,MacOS | Mac OS X 10_12_5 | safari 10.0 | 1440x900,MacOS,Mac OS X 10_12_5,safari 10.0,1440x900,desktop
DEV_97dbc1909b50,BLADE V8 SE Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,BLADE V8 SE Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_961ddda1fd20,SAMSUNG SM-G531H Build/LMY48B | Unknown | samsung browser 6.4 | Unknown,SAMSUNG SM-G531H Build/LMY48B,,samsung browser 6.4,,mobile
DEV_8afcc52aa59d,Z833 | Android 6.0.1 | chrome 66.0 for android | 855x480,Z833,Android 6.0.1,chrome 66.0 for android,855x480,mobile
DEV_96babc9b28c6,Windows | Windows 10 | chrome 66.0 | 2112x1188,Windows,Windows 10,chrome 66.0,2112x1188,desktop
DEV_395b36ea41d5,Windows | Windows 7 | chrome 66.0 | 1025x768,Windows,Windows 7,chrome 66.0,1025x768,desktop
DEV_8aa7da10f340,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 66.0 for android | 2220x1081,SM-N950U Build/NMF26X,Android 7.1.1,chrome 66.0 for android,2220x1081,mobile
DEV_bb291c02f7f9,SAMSUNG | Unknown | samsung | Unknown,SAMSUNG,,samsung,,mobile
DEV_8d2daf46542f,Unknown | Unknown | google search application 48.0 | Unknown,,,google search application 48.0,,mobile
DEV_e514a3306979,iOS Device | iOS 11.2.6 | mobile safari 11.0 | 2001x1125,iOS Device,iOS 11.2.6,mobile safari 11.0,2001x1125,mobile
DEV_a3612e2f88d4,XT1064 Build/MPB24.65-34-3 | Unknown | chrome 66.0 for android | Unknown,XT1064 Build/MPB24.65-34-3,,chrome 66.0 for android,,mobile
DEV_c95dec0984c5,MacOS | Mac OS X 10_11_6 | safari 9.0 | 1920x1080,MacOS,Mac OS X 10_11_6,safari 9.0,1920x1080,desktop
DEV_5eea6bbb9970,SM-T530NU Build/LRX22G | Android 5.0.2 | chrome 66.0 for android | 1280x800,SM-T530NU Build/LRX22G,Android 5.0.2,chrome 66.0 for android,1280x800,mobile
DEV_6c20e7b82c02,LG-H990 Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,LG-H990 Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_301e9308ecd0,Moto G (4) Build/NPJS25.93-14-10 | Unknown | chrome 66.0 for android | Unknown,Moto G (4) Build/NPJS25.93-14-10,,chrome 66.0 for android,,mobile
DEV_04f8d89634e6,LG-TP450 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 1920x1080,LG-TP450 Build/NRD90U,Android 7.0,chrome 66.0 for android,1920x1080,mobile
DEV_9732995cda9b,MacOS | Mac OS X 10_10_5 | safari 10.0 | 2880x1800,MacOS,Mac OS X 10_10_5,safari 10.0,2880x1800,desktop
DEV_4738a48b3725,Pixel Build/OPM4.171019.016.B1 | Android 8.1.0 | android webview 4.0 | 1921x1081,Pixel Build/OPM4.171019.016.B1,Android 8.1.0,android webview 4.0,1921x1081,mobile
DEV_16163cdcb1cd,XT1032 | Unknown | chrome 65.0 for android | Unknown,XT1032,,chrome 65.0 for android,,mobile
DEV_2befea0fe381,TA-1044 Build/OPR1.170623.026 | Unknown | chrome 66.0 for android | Unknown,TA-1044 Build/OPR1.170623.026,,chrome 66.0 for android,,mobile
DEV_3141474c5062,Windows | Windows 10 | chrome 66.0 | 3441x1440,Windows,Windows 10,chrome 66.0,3441x1440,desktop
DEV_44fbc2557d8d,iOS Device | iOS 11.3.0 | google | 2048x1536,iOS Device,iOS 11.3.0,google,2048x1536,mobile
DEV_acce2eb3d4de,F3113 Build/33.3.A.1.97 | Unknown | chrome 66.0 for android | Unknown,F3113 Build/33.3.A.1.97,,chrome 66.0 for android,,mobile
DEV_85890868a16c,Alcatel_5044R Build/NRD90M | Android 7.0 | chrome 66.0 for android | 855x480,Alcatel_5044R Build/NRD90M,Android 7.0,chrome 66.0 for android,855x480,mobile
DEV_807819c49a9e,rv:59.0 | Android 8.0.0 | firefox | 2220x1080,rv:59.0,Android 8.0.0,firefox,2220x1080,mobile
DEV_3dde3e987d53,SAMSUNG SM-G531H Build/LMY48B | Unknown | samsung browser 3.3 | Unknown,SAMSUNG SM-G531H Build/LMY48B,,samsung browser 3.3,,mobile
DEV_ff78c83266ff,SM-G920P Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2560x1440,SM-G920P Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,mobile
DEV_a5562efe550e,iOS Device | iOS 11.3.0 | google search application 48.0 | 2048x1536,iOS Device,iOS 11.3.0,google search application 48.0,2048x1536,mobile
DEV_3b9d20a62209,SM-G920P | Android 6.0.1 | chrome 66.0 for android | 2560x1440,SM-G920P,Android 6.0.1,chrome 66.0 for android,2560x1440,mobile
DEV_8fd0a68d7c1a,iOS Device | iOS 11.2.6 | chrome 66.0 for ios | 2208x1242,iOS Device,iOS 11.2.6,chrome 66.0 for ios,2208x1242,mobile
DEV_004464e93372,Z983 Build/NMF26F | Android 7.1.1 | chrome 55.0 for android | 1920x1080,Z983 Build/NMF26F,Android 7.1.1,chrome 55.0 for android,1920x1080,mobile
DEV_a582008ead0a,E6790TM | Android 5.1.1 | chrome 66.0 for android | 1281x720,E6790TM,Android 5.1.1,chrome 66.0 for android,1281x720,mobile
DEV_071a1aa85430,FIG-LX3 Build/HUAWEIFIG-LX3 | Unknown | chrome 66.0 for android | Unknown,FIG-LX3 Build/HUAWEIFIG-LX3,,chrome 66.0 for android,,mobile
DEV_4bf30398f92d,rv:59.0 | Windows 7 | firefox 59.0 | 1440x900,rv:59.0,Windows 7,firefox 59.0,1440x900,desktop
DEV_62555515ef78,HTC One A9s Build/MRA58K | Unknown | chrome 66.0 for android | Unknown,HTC One A9s Build/MRA58K,,chrome 66.0 for android,,mobile
DEV_2bf10e26bde2,CPH1607 | Unknown | chrome 66.0 for android | Unknown,CPH1607,,chrome 66.0 for android,,mobile
DEV_f6195e801f19,Hisense F32 Build/NMF26F | Unknown | chrome 66.0 for android | Unknown,Hisense F32 Build/NMF26F,,chrome 66.0 for android,,mobile
DEV_04ed674c574b,SM-G920T | Unknown | chrome 66.0 for android | Unknown,SM-G920T,,chrome 66.0 for android,,mobile
DEV_d4de6d2c4e34,iris 870 Build/MRA58K | Unknown | chrome 49.0 for android | Unknown,iris 870 Build/MRA58K,,chrome 49.0 for android,,mobile
DEV_02629df6de67,MotoG3 Build/MPI24.65-33.1-2 | Unknown | chrome 66.0 for android | Unknown,MotoG3 Build/MPI24.65-33.1-2,,chrome 66.0 for android,,mobile
DEV_6822d175c297,MacOS | Mac OS X 10_11_6 | safari 10.0 | 1440x900,MacOS,Mac OS X 10_11_6,safari 10.0,1440x900,desktop
DEV_4ce03056d9c2,Windows | Windows 10 | firefox 60.0 | 1366x768,Windows,Windows 10,firefox 60.0,1366x768,desktop
DEV_2a79ac74c7ba,MacOS | Mac OS X 10_10_5 | chrome 66.0 | 1920x1200,MacOS,Mac OS X 10_10_5,chrome 66.0,1920x1200,desktop
DEV_bffa0ede797d,Trident/7.0 | Windows 8.1 | ie 11.0 for tablet | 1366x767,Trident/7.0,Windows 8.1,ie 11.0 for tablet,1366x767,desktop
DEV_ed9912695dac,MacOS | Mac OS X 10_11_6 | chrome 55.0 | 2880x1800,MacOS,Mac OS X 10_11_6,chrome 55.0,2880x1800,desktop
DEV_0bade8be9c97,Windows | Windows 10 | edge 17.0 | 1366x768,Windows,Windows 10,edge 17.0,1366x768,desktop
DEV_1f9799847c95,Ilium X710 Build/MRA58K | Unknown | chrome 66.0 for android | Unknown,Ilium X710 Build/MRA58K,,chrome 66.0 for android,,mobile
DEV_28b631eda413,MacOS | Mac OS X 10_12_6 | safari 10.0 | 2880x1800,MacOS,Mac OS X 10_12_6,safari 10.0,2880x1800,desktop
DEV_b2e6a2568e5a,Ilium | Unknown | chrome 66.0 for android | Unknown,Ilium,,chrome 66.0 for android,,mobile
DEV_2f8021c500d9,ALP-L09 Build/HUAWEIALP-L09S | Unknown | chrome 66.0 for android | Unknown,ALP-L09 Build/HUAWEIALP-L09S,,chrome 66.0 for android,,mobile
DEV_dfdc6e50617b,iOS Device | iOS 11.3.1 | google search application 48.0 | 1136x640,iOS Device,iOS 11.3.1,google search application 48.0,1136x640,mobile
DEV_4fae796bdd7d,MacOS | Mac OS X 10_12_6 | chrome 66.0 | 1920x1080,MacOS,Mac OS X 10_12_6,chrome 66.0,1920x1080,desktop
DEV_1b6f88c1715d,MacOS | Mac OS X 10_12_6 | safari 10.0 | 1440x900,MacOS,Mac OS X 10_12_6,safari 10.0,1440x900,desktop
DEV_28e87a52a2b1,HUAWEI VNS-L23 Build/HUAWEIVNS-L23 | Unknown | chrome 66.0 for android | Unknown,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,chrome 66.0 for android,,mobile
DEV_9ff75e916e30,MacOS | Mac OS X 10_13_2 | safari 11.0 | 2560x1600,MacOS,Mac OS X 10_13_2,safari 11.0,2560x1600,desktop
DEV_f109d5cf0415,iOS Device | iOS 11.3.0 | google search application 48.0 | 2436x1125,iOS Device,iOS 11.3.0,google search application 48.0,2436x1125,mobile
DEV_15a18222d60f,iOS Device | iOS 11.3.0 | google search application 48.0 | 1334x750,iOS Device,iOS 11.3.0,google search application 48.0,1334x750,mobile
DEV_e005ea541ccf,Moto G (5) Plus Build/NPNS25.137-92-10 | Unknown | chrome 66.0 for android | Unknown,Moto G (5) Plus Build/NPNS25.137-92-10,,chrome 66.0 for android,,mobile
DEV_a14a8fff1405,LG-K350 | Unknown | chrome 66.0 for android | Unknown,LG-K350,,chrome 66.0 for android,,mobile
DEV_aa32b98f72ea,ALCATEL ONE TOUCH 7047A Build/JDQ39 | Unknown | chrome | Unknown,ALCATEL ONE TOUCH 7047A Build/JDQ39,,chrome,,mobile
DEV_f40d052d657c,GT-I9060M Build/KTU84P | Unknown | chrome 66.0 for android | Unknown,GT-I9060M Build/KTU84P,,chrome 66.0 for android,,mobile
DEV_3a164a38db70,MacOS | Mac OS X 10_13_4 | chrome 66.0 | 1280x800,MacOS,Mac OS X 10_13_4,chrome 66.0,1280x800,desktop
DEV_197b700af75c,SAMSUNG SM-G955U Build/R16NW | Android 8.0.0 | samsung browser 7.0 | 2220x1080,SAMSUNG SM-G955U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,mobile
DEV_dc1d0ff8b61d,Bolt | Unknown | chrome 66.0 for android | Unknown,Bolt,,chrome 66.0 for android,,mobile
DEV_46b340da95bd,SM-G930P Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1920x1080,SM-G930P Build/NRD90M,Android 7.0,chrome 66.0 for android,1920x1080,mobile
DEV_f819460a7f0c,LG-D373 | Unknown | chrome 64.0 for android | Unknown,LG-D373,,chrome 64.0 for android,,mobile
DEV_05ca8d569936,Windows | Windows 10 | chrome 66.0 | 2160x1440,Windows,Windows 10,chrome 66.0,2160x1440,desktop
DEV_e9eedd8584f4,Hisense F20 Build/MMB29M | Unknown | chrome 66.0 for android | Unknown,Hisense F20 Build/MMB29M,,chrome 66.0 for android,,mobile
DEV_044c3d59b622,LG-M200 Build/NRD90U | Unknown | chrome 66.0 for android | Unknown,LG-M200 Build/NRD90U,,chrome 66.0 for android,,mobile
DEV_81a886791068,LGLS676 Build/MXB48T | Unknown | chrome 66.0 for android | Unknown,LGLS676 Build/MXB48T,,chrome 66.0 for android,,mobile
DEV_07a24d25261c,Moto | Unknown | chrome 66.0 for android | Unknown,Moto,,chrome 66.0 for android,,mobile
DEV_1b7fbf42d1bb,Windows | Windows 7 | firefox 59.0 | 2560x1440,Windows,Windows 7,firefox 59.0,2560x1440,desktop
DEV_66331f69f727,5044A | Unknown | chrome 64.0 for android | Unknown,5044A,,chrome 64.0 for android,,mobile
DEV_0d133448eaae,MacOS | Mac | safari | 1366x768,MacOS,Mac,safari,1366x768,desktop
DEV_9a3cbf1911d5,G3313 Build/43.0.A.7.25 | Unknown | android webview 4.0 | Unknown,G3313 Build/43.0.A.7.25,,android webview 4.0,,mobile
DEV_8b8fe82b7995,iOS Device | iOS 11.3.1 | google search application 48.0 | 2436x1125,iOS Device,iOS 11.3.1,google search application 48.0,2436x1125,mobile
DEV_492b4b03b3f4,Ilium L1120 Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,Ilium L1120 Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_337030144fab,HTC | Android 8.0.0 | chrome 66.0 for android | 1920x1080,HTC,Android 8.0.0,chrome 66.0 for android,1920x1080,mobile
DEV_1cba459dcf0f,Windows | Windows 10 | edge 16.0 | 5760x1080,Windows,Windows 10,edge 16.0,5760x1080,desktop
DEV_5a5b9c937f3a,MacOS | Mac OS X 10_12 | safari 10.0 | 1366x768,MacOS,Mac OS X 10_12,safari 10.0,1366x768,desktop
DEV_f2b22831206a,SM-G965U Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2961x1442,SM-G965U Build/R16NW,Android 8.0.0,chrome 66.0 for android,2961x1442,mobile
DEV_921cd793464e,MacOS | Mac OS X 10_12_1 | safari 10.0 | 2560x1600,MacOS,Mac OS X 10_12_1,safari 10.0,2560x1600,desktop
DEV_56b48b4df2d6,5080A Build/MRA58K | Unknown | chrome 66.0 for android | Unknown,5080A Build/MRA58K,,chrome 66.0 for android,,mobile
DEV_5fa5ae97e505,KFGIWI Build/LVY48F | Android 5.1.1 | chrome 66.0 for android | 1280x800,KFGIWI Build/LVY48F,Android 5.1.1,chrome 66.0 for android,1280x800,mobile
DEV_1c19103d702f,M4 SS4451 Build/LMY47D | Unknown | chrome 66.0 for android | Unknown,M4 SS4451 Build/LMY47D,,chrome 66.0 for android,,mobile
DEV_236afa179555,E5506 Build/29.2.A.0.166 | Unknown | chrome 66.0 for android | Unknown,E5506 Build/29.2.A.0.166,,chrome 66.0 for android,,mobile
DEV_ae9127c5694f,SAMSUNG SM-G890A Build/NRD90M | Unknown | samsung browser 6.4 | Unknown,SAMSUNG SM-G890A Build/NRD90M,,samsung browser 6.4,,mobile
DEV_fd56d5db3826,MacOS | Mac OS X 10_12_1 | safari 10.0 | 1280x800,MacOS,Mac OS X 10_12_1,safari 10.0,1280x800,desktop
DEV_659eb2887663,iOS Device | iOS 11.3.0 | chrome 63.0 for ios | 1334x750,iOS Device,iOS 11.3.0,chrome 63.0 for ios,1334x750,mobile
DEV_107995d5c099,MHA-L29 Build/HUAWEIMHA-L29 | Android 8.0.0 | chrome 66.0 for android | 1920x1080,MHA-L29 Build/HUAWEIMHA-L29,Android 8.0.0,chrome 66.0 for android,1920x1080,mobile
DEV_8f106272f329,M4 SS4456 Build/LMY47V | Unknown | chrome 66.0 for android | Unknown,M4 SS4456 Build/LMY47V,,chrome 66.0 for android,,mobile
DEV_eb2b0240e2b7,MacOS | Mac OS X 10_13_4 | chrome 66.0 | 2048x1152,MacOS,Mac OS X 10_13_4,chrome 66.0,2048x1152,desktop
DEV_ec79f117bf2c,Pixel 2 XL Build/OPM2.171019.029 | Android 8.1.0 | chrome 66.0 for android | 2880x1442,Pixel 2 XL Build/OPM2.171019.029,Android 8.1.0,chrome 66.0 for android,2880x1442,mobile
DEV_cf4f18d37734,KFSUWI Build/LVY48F | Android 5.1.1 | chrome 66.0 for android | 1920x1200,KFSUWI Build/LVY48F,Android 5.1.1,chrome 66.0 for android,1920x1200,mobile
DEV_3620904279a7,SM-G930V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2560x1440,SM-G930V Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,mobile
DEV_0f787fb1ca95,iOS Device | iOS 11.0.2 | chrome 66.0 for ios | 1334x750,iOS Device,iOS 11.0.2,chrome 66.0 for ios,1334x750,mobile
DEV_814d7824153b,SAMSUNG SM-G935T Build/NRD90M | Android 7.0 | samsung browser 6.4 | 1920x1080,SAMSUNG SM-G935T Build/NRD90M,Android 7.0,samsung browser 6.4,1920x1080,mobile
DEV_059915eef5f0,SM-G900P Build/MMB29M | Android 6.0.1 | chrome 66.0 for android | 1920x1080,SM-G900P Build/MMB29M,Android 6.0.1,chrome 66.0 for android,1920x1080,mobile
DEV_99c3e2bebe98,rv:56.0 | Mac OS X 10.11 | firefox 56.0 | 1152x720,rv:56.0,Mac OS X 10.11,firefox 56.0,1152x720,desktop
DEV_fbfb4119643b,Windows | Windows 10 | Unknown | 1366x768,Windows,Windows 10,,1366x768,desktop
DEV_26b6cb4ee2b0,iOS Device | iOS 11.3.1 | chrome 66.0 for ios | 2436x1125,iOS Device,iOS 11.3.1,chrome 66.0 for ios,2436x1125,mobile
DEV_75bd6d048bd8,Unknown | Android | chrome 66.0 | 1024x600,,Android,chrome 66.0,1024x600,mobile
DEV_1e2f5c250f98,Build/OPR1.170623.032 | Unknown | chrome 66.0 for android | Unknown,Build/OPR1.170623.032,,chrome 66.0 for android,,mobile
DEV_c9df8451df42,SM-A710M Build/LMY47X | Unknown | chrome 66.0 for android | Unknown,SM-A710M Build/LMY47X,,chrome 66.0 for android,,mobile
DEV_ec82f4fc0821,5049W Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1280x720,5049W Build/NRD90M,Android 7.0,chrome 66.0 for android,1280x720,mobile
DEV_03e540541cdc,MacOS | Mac OS X 10_12_1 | chrome 64.0 | 2048x1278,MacOS,Mac OS X 10_12_1,chrome 64.0,2048x1278,desktop
DEV_aecbbb5f4438,SAMSUNG-SM-G920AZ | Unknown | chrome 66.0 for android | Unknown,SAMSUNG-SM-G920AZ,,chrome 66.0 for android,,mobile
DEV_9180c8884dad,Pixel Build/OPM4.171019.016.B1 | Android 8.1.0 | chrome 66.0 for android | 1921x1081,Pixel Build/OPM4.171019.016.B1,Android 8.1.0,chrome 66.0 for android,1921x1081,mobile
DEV_a80e6da19cd6,Windows | Windows 7 | firefox 60.0 | 1920x1080,Windows,Windows 7,firefox 60.0,1920x1080,desktop
DEV_9e5b6a9ad49d,MacOS | Mac OS X 10_13_3 | safari 11.0 | 2560x1600,MacOS,Mac OS X 10_13_3,safari 11.0,2560x1600,desktop
DEV_f939113ecd47,rv:59.0 | Mac OS X 10.10 | firefox 59.0 | 2560x1600,rv:59.0,Mac OS X 10.10,firefox 59.0,2560x1600,desktop
DEV_6911a3687343,rv:59.0 | Windows 10 | firefox 59.0 | 1366x767,rv:59.0,Windows 10,firefox 59.0,1366x767,desktop
DEV_f56a5c7dba31,Windows | Windows 10 | firefox 60.0 | 1680x1050,Windows,Windows 10,firefox 60.0,1680x1050,desktop
DEV_196a3ba290d2,rv:50.0 | Windows 10 | firefox | 1366x768,rv:50.0,Windows 10,firefox,1366x768,desktop
DEV_1e9134657c17,LGL83BL | Unknown | chrome 66.0 for android | Unknown,LGL83BL,,chrome 66.0 for android,,mobile
DEV_a6af9b014985,Windows | Windows 8.1 | chrome 66.0 | 1368x768,Windows,Windows 8.1,chrome 66.0,1368x768,desktop
DEV_4353d5b3c7bc,HUAWEI Y560-L03 Build/HUAWEIY560-L03 | Unknown | chrome 66.0 for android | Unknown,HUAWEI Y560-L03 Build/HUAWEIY560-L03,,chrome 66.0 for android,,mobile
DEV_b33f753fcff0,Moto G (5) Build/NPP25.137-72 | Unknown | chrome 66.0 for android | Unknown,Moto G (5) Build/NPP25.137-72,,chrome 66.0 for android,,mobile
DEV_ac64cea7f879,LG-H830 | Android 6.0.1 | chrome 66.0 for android | 2560x1440,LG-H830,Android 6.0.1,chrome 66.0 for android,2560x1440,mobile
DEV_9d6b31cf8a0c,iOS Device | iOS 10.3.3 | chrome 66.0 for ios | 2001x1125,iOS Device,iOS 10.3.3,chrome 66.0 for ios,2001x1125,mobile
DEV_3f5a89ffe604,VS988 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 2672x1440,VS988 Build/NRD90U,Android 7.0,chrome 66.0 for android,2672x1440,mobile
DEV_1e6534bba4ed,MacOS | Mac OS X 10_12_6 | safari 10.0 | 1280x800,MacOS,Mac OS X 10_12_6,safari 10.0,1280x800,desktop
DEV_555e623be1dc,SAMSUNG-SM-G920A Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2560x1440,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,mobile
